Site,Year,Sex,Survival,SVL (mm),Mass (g),Log10 SVL,Log10 Mass,Ln SVL,Ln Mass,Ri Condition,Mi Condition,Std SVL,Std Mass,Std Ri Condition,Std Mi Condition,Relative W
Kidd Cay,2007,m,0,66,7.4,1.819543936,0.924279286,4.189654742,2.00148,0.045516765,4.408070424,1.401427704,2.041360907,1.23018283,0.610775274,0
Kidd Cay,2007,m,0,67,6.4,1.826074803,0.86923172,4.204692619,1.85629799,-0.025967053,3.62018359,1.553311057,1.3742495,-0.701812243,-1.132337189,0
Kidd Cay,2007,m,1,67,5.6,1.826074803,0.819543936,4.204692619,1.722766598,-0.075654838,3.167660642,1.553311057,0.840560374,-2.044725351,-2.133494156,2.583979328
Kidd Cay,2008,m,0,40,1.3,1.602059991,0.361727836,3.688879454,0.262364264,0.047534108,4.502981298,-2.650528026,-2.024071527,1.284705608,1.090026093,0
Kidd Cay,2008,m,0,40,1.2,1.602059991,0.342422681,3.688879454,0.182321557,0.028228952,4.156598121,-2.650528026,-2.092847318,0.762944657,0.290064946,0
Kidd Cay,2008,m,1,41,1.3,1.612783857,0.361727836,3.713572067,0.262364264,0.019264607,4.116717486,-2.488058489,-2.024071527,0.520665054,0.197961862,4.032258065
Kidd Cay,2008,m,0,41,1.4,1.612783857,0.380211242,3.713572067,0.336472237,0.037748013,4.433388062,-2.488058489,-1.955295736,1.020216559,0.929302684,0
Kidd Cay,2008,m,0,41,1.1,1.612783857,0.322219295,3.713572067,0.09531018,-0.020243934,3.483376335,-2.488058489,-2.161623109,-0.547133351,-1.264719781,0
Kidd Cay,2008,m,0,43,1.7,1.633468456,0.431363764,3.761200116,0.530628251,0.034373249,4.528247647,-2.163119415,-1.748968363,0.929006727,1.148377939,0
Kidd Cay,2008,m,0,43.5,2.2,1.638489257,0.505149978,3.772760938,0.78845736,0.094923979,5.619120934,-2.081884647,-1.405089409,2.565512951,3.667715783,0
Kidd Cay,2008,m,0,44,1.5,1.643452676,0.397940009,3.784189634,0.405465108,-0.025370208,3.675444063,-2.000649878,-1.886519945,-0.685681297,-0.821145352,0
Kidd Cay,2008,m,1,45,1.75,1.653212514,0.439332694,3.80666249,0.559615788,-0.00970572,3.951926676,-1.838180341,-1.714580468,-0.262316757,-0.182617376,4.032258065
Kidd Cay,2008,m,1,45,1.8,1.653212514,0.447158031,3.80666249,0.587786665,-0.001880383,4.064838867,-1.838180341,-1.680192572,-0.050821162,0.078149808,4.032258065
Kidd Cay,2008,m,0,45,2,1.653212514,0.477121255,3.80666249,0.693147181,0.028082841,4.51648763,-1.838180341,-1.54264099,0.758995689,1.121218545,0
Kidd Cay,2008,m,1,45.5,1.7,1.658011397,0.431363764,3.817712326,0.530628251,-0.030325128,3.68799402,-1.756945573,-1.748968363,-0.819598054,-0.792161617,4.032258065
Kidd Cay,2008,m,0,46,2.2,1.662757832,0.505149978,3.828641396,0.78845736,0.030948868,4.586959606,-1.675710804,-1.405089409,0.836455881,1.283971376,0
Kidd Cay,2008,m,1,46,2.1,1.662757832,0.491361694,3.828641396,0.741937345,0.017160583,4.378461442,-1.675710804,-1.473865199,0.463799546,0.802451367,4.032258065
Kidd Cay,2008,m,0,46,1.7,1.662757832,0.431363764,3.828641396,0.530628251,-0.042837347,3.544468786,-1.675710804,-1.748968363,-1.157766135,-1.123628669,0
Kidd Cay,2008,m,0,46,2.1,1.662757832,0.491361694,3.828641396,0.741937345,0.017160583,4.378461442,-1.675710804,-1.473865199,0.463799546,0.802451367,0
Kidd Cay,2008,m,0,47,2.3,1.672097858,0.51851394,3.850147602,0.832909123,0.019691308,4.43513757,-1.513241267,-1.336313618,0.532197519,0.933343119,0
Kidd Cay,2008,m,0,48,2.2,1.681241237,0.505149978,3.871201011,0.78845736,-0.017775788,3.930005753,-1.35077173,-1.405089409,-0.480426703,-0.233243065,0
Kidd Cay,2008,m,0,48,1.9,1.681241237,0.462397998,3.871201011,0.641853886,-0.060527768,3.394095878,-1.35077173,-1.611416781,-1.635885622,-1.470910213,0
Kidd Cay,2008,m,0,48.5,2,1.685741739,0.477121255,3.881563798,0.693147181,-0.057668417,3.440762375,-1.269536962,-1.54264099,-1.558605865,-1.363135393,0
Kidd Cay,2008,m,0,49,2.6,1.69019608,0.556302501,3.891820298,0.955511445,0.009770608,4.309430338,-1.188302193,-1.129986245,0.264070476,0.643026186,0
Kidd Cay,2008,m,0,50,2.7,1.698970004,0.568201724,3.912023005,0.993251773,-0.001459372,4.158563983,-1.025832656,-1.061210454,-0.039442486,0.294605042,0
Kidd Cay,2008,m,0,50,2.2,1.698970004,0.505149978,3.912023005,0.78845736,-0.064511118,3.388459542,-1.025832656,-1.405089409,-1.74354373,-1.483927155,0
Kidd Cay,2008,m,0,50,2.6,1.698970004,0.556302501,3.912023005,0.955511445,-0.013358595,4.004543095,-1.025832656,-1.129986245,-0.361043108,-0.061101398,0
Kidd Cay,2008,m,1,50,2.75,1.698970004,0.574031268,3.912023005,1.011600912,0.004370172,4.235574427,-1.025832656,-1.026822558,0.118112751,0.472458261,4.032258065
Kidd Cay,2008,m,0,50.5,2.9,1.703291378,0.591064607,3.921973336,1.064710737,0.010011809,4.308066436,-0.944597888,-0.923658872,0.270589435,0.639876295,0
Kidd Cay,2008,m,1,50.5,2.5,1.703291378,0.544068044,3.921973336,0.916290732,-0.036984754,3.713850376,-0.944597888,-1.198762036,-0.999587946,-0.73244717,4.032258065
Kidd Cay,2008,m,0,50.5,2.5,1.703291378,0.544068044,3.921973336,0.916290732,-0.036984754,3.713850376,-0.944597888,-1.198762036,-0.999587946,-0.73244717,0
Kidd Cay,2008,m,1,51,2.6,1.707570176,0.556302501,3.931825633,0.955511445,-0.036029764,3.726637483,-0.863363119,-1.129986245,-0.973777405,-0.702915744,4.032258065
Kidd Cay,2008,m,0,51,2.9,1.707570176,0.591064607,3.931825633,1.064710737,-0.001267658,4.156634116,-0.863363119,-0.923658872,-0.034261027,0.290148073,0
Kidd Cay,2008,m,0,51,2.5,1.707570176,0.544068044,3.931825633,0.916290732,-0.04826422,3.583305272,-0.863363119,-1.198762036,-1.304438378,-1.033937016,0
Kidd Cay,2008,m,0,52,3,1.716003344,0.602059991,3.951243719,1.098612289,-0.012503197,4.007151757,-0.700893582,-0.854883081,-0.337924243,-0.055076775,0
Kidd Cay,2008,m,1,52,2.9,1.716003344,0.591064607,3.951243719,1.064710737,-0.023498581,3.873580031,-0.700893582,-0.923658872,-0.635096784,-0.36355651,4.032258065
Kidd Cay,2008,m,0,53,3.4,1.72427587,0.643452676,3.970291914,1.223775432,0.007082037,4.237870077,-0.538424045,-0.579779917,0.191406392,0.477759992,0
Kidd Cay,2008,m,1,53,3.4,1.72427587,0.643452676,3.970291914,1.223775432,0.007082037,4.237870077,-0.538424045,-0.579779917,0.191406392,0.477759992,4.032258065
Kidd Cay,2008,m,0,53,2.8,1.72427587,0.579783597,3.970291914,1.029619417,-0.056587043,3.490010651,-0.538424045,-0.992434663,-1.529379541,-1.249398034,0
Kidd Cay,2008,m,0,54,3.1,1.73239376,0.612783857,3.988984047,1.131402111,-0.044986595,3.610324492,-0.375954509,-0.78610729,-1.215853919,-0.971536969,0
Kidd Cay,2008,m,0,54,3.5,1.73239376,0.653212514,3.988984047,1.252762968,-0.004557938,4.076172814,-0.375954509,-0.511004127,-0.123187514,0.104325205,0
Kidd Cay,2008,m,0,54,2.9,1.73239376,0.591064607,3.988984047,1.064710737,-0.066705845,3.377400332,-0.375954509,-0.923658872,-1.802860676,-1.509468056,0
Kidd Cay,2008,m,0,55,4.2,1.740362689,0.716003344,4.007333185,1.435084525,0.037225759,4.576049162,-0.213484972,-0.02957359,1.006101603,1.258774047,0
Kidd Cay,2008,m,0,55,3.5,1.740362689,0.653212514,4.007333185,1.252762968,-0.025565071,3.813374302,-0.213484972,-0.511004127,-0.690947865,-0.502599765,0
Kidd Cay,2008,m,0,55,3.2,1.740362689,0.62324929,4.007333185,1.16315081,-0.055528294,3.486513647,-0.213484972,-0.717331499,-1.500764703,-1.257474255,0
Kidd Cay,2008,m,0,55,3.2,1.740362689,0.62324929,4.007333185,1.16315081,-0.055528294,3.486513647,-0.213484972,-0.717331499,-1.500764703,-1.257474255,0
Kidd Cay,2008,m,0,55,4.1,1.740362689,0.707570176,4.007333185,1.410986974,0.028792592,4.467095611,-0.213484972,-0.098349381,0.778178154,1.007149217,0
Kidd Cay,2008,m,0,55,4.2,1.740362689,0.716003344,4.007333185,1.435084525,0.037225759,4.576049162,-0.213484972,-0.02957359,1.006101603,1.258774047,0
Kidd Cay,2008,m,0,55,3.6,1.740362689,0.662757832,4.007333185,1.280933845,-0.016019753,3.922327853,-0.213484972,-0.442228336,-0.432966297,-0.250974934,0
Kidd Cay,2008,m,0,55.5,3.8,1.744292983,0.681241237,4.016383021,1.335001067,-0.007897111,4.006361755,-0.132250203,-0.304676754,-0.213435432,-0.05690126,0
Kidd Cay,2008,m,0,56,5.2,1.748188027,0.792391689,4.025351691,1.648658626,0.0929855,5.306682555,-0.051015435,0.658184319,2.513121627,2.946149089,0
Kidd Cay,2008,m,0,56,3.6,1.748188027,0.662757832,4.025351691,1.280933845,-0.036648358,3.673857154,-0.051015435,-0.442228336,-0.990496162,-0.824810269,0
Kidd Cay,2008,m,0,56,3.7,1.748188027,0.672097858,4.025351691,1.30833282,-0.027308331,3.775908741,-0.051015435,-0.373452545,-0.738063,-0.589125309,0
Kidd Cay,2008,m,0,56,4.1,1.748188027,0.707570176,4.025351691,1.410986974,0.008163987,4.184115092,-0.051015435,-0.098349381,0.220648292,0.353614531,0
Kidd Cay,2008,m,0,56,4.5,1.748188027,0.740362689,4.025351691,1.504077397,0.0409565,4.592321442,-0.051015435,0.176753783,1.106932438,1.29635437,0
Kidd Cay,2008,m,1,56,4.4,1.748188027,0.73239376,4.025351691,1.481604541,0.032987571,4.490269855,-0.051015435,0.107977992,0.891555959,1.06066941,4.032258065
Kidd Cay,2008,m,0,56,3.3,1.748188027,0.633468456,4.025351691,1.193922468,-0.065937734,3.367702391,-0.051015435,-0.648555708,-1.782100919,-1.531865148,0
Kidd Cay,2008,m,1,56,3.9,1.748188027,0.69019608,4.025351691,1.360976553,-0.009210109,3.980011917,-0.051015435,-0.235900963,-0.248921865,-0.117755389,4.032258065
Kidd Cay,2008,m,1,56.5,3.7,1.752048448,0.672097858,4.034240638,1.30833282,-0.037484901,3.655951629,0.030219334,-0.373452545,-1.013105432,-0.86616252,4.032258065
Kidd Cay,2008,m,0,57,4.7,1.755874856,0.755874856,4.043051268,1.547562509,0.036205189,4.49778883,0.111454102,0.314305365,0.978518614,1.07803425,0
Kidd Cay,2008,m,0,57,5,1.755874856,0.77815125,4.043051268,1.609437912,0.058481583,4.784881734,0.111454102,0.520632737,1.580583335,1.741066361,0
Kidd Cay,2008,m,1,57,4.4,1.755874856,0.73239376,4.043051268,1.481604541,0.012724093,4.210695926,0.111454102,0.107977992,0.343894403,0.415002139,4.032258065
Kidd Cay,2008,m,1,57,5.1,1.755874856,0.785329835,4.043051268,1.62924054,0.065660168,4.880579369,0.111454102,0.589408528,1.774599138,1.962077065,4.032258065
Kidd Cay,2008,m,0,57,3.8,1.755874856,0.681241237,4.043051268,1.335001067,-0.03842843,3.636510118,0.111454102,-0.304676754,-1.038606216,-0.911062083,0
Kidd Cay,2008,m,1,57,4.1,1.755874856,0.707570176,4.043051268,1.410986974,-0.012099491,3.923603022,0.111454102,-0.098349381,-0.32701327,-0.248029972,4.032258065
Kidd Cay,2008,m,1,57,4.5,1.755874856,0.740362689,4.043051268,1.504077397,0.020693023,4.306393561,0.111454102,0.176753783,0.559270878,0.636012843,4.032258065
Kidd Cay,2008,m,0,57,3.8,1.755874856,0.681241237,4.043051268,1.335001067,-0.03842843,3.636510118,0.111454102,-0.304676754,-1.038606216,-0.911062083,0
Kidd Cay,2008,m,0,57,4.4,1.755874856,0.73239376,4.043051268,1.481604541,0.012724093,4.210695926,0.111454102,0.107977992,0.343894403,0.415002139,0
Kidd Cay,2008,m,0,57,4.1,1.755874856,0.707570176,4.043051268,1.410986974,-0.012099491,3.923603022,0.111454102,-0.098349381,-0.32701327,-0.248029972,0
Kidd Cay,2008,m,1,57.5,4.6,1.759667845,0.748188027,4.051784948,1.526056303,0.018519549,4.264645137,0.192688871,0.245529574,0.500528349,0.539596161,4.032258065
Kidd Cay,2008,m,0,57.5,4.2,1.759667845,0.716003344,4.051784948,1.435084525,-0.013665134,3.89380643,0.192688871,-0.02957359,-0.369327946,-0.316844273,0
Kidd Cay,2008,m,0,58,5,1.763427994,0.77815125,4.060443011,1.609437912,0.038570532,4.491984109,0.273923639,0.520632737,1.042446811,1.064628426,0
Kidd Cay,2008,m,0,58,4,1.763427994,0.698970004,4.060443011,1.386294361,-0.040610714,3.593587287,0.273923639,-0.167125172,-1.097586865,-1.010191024,0
Kidd Cay,2008,m,0,58,4.9,1.763427994,0.770852012,4.060443011,1.589235205,0.031271293,4.402144426,0.273923639,0.451856946,0.845170089,0.857146481,0
Kidd Cay,2008,m,0,58,4,1.763427994,0.698970004,4.060443011,1.386294361,-0.040610714,3.593587287,0.273923639,-0.167125172,-1.097586865,-1.010191024,0
Kidd Cay,2008,m,0,58,4.2,1.763427994,0.716003344,4.060443011,1.435084525,-0.023577375,3.773266651,0.273923639,-0.02957359,-0.637226351,-0.595227134,0
Kidd Cay,2008,m,0,58,4.8,1.763427994,0.763427994,4.060443011,1.568615918,0.023847275,4.312304744,0.273923639,0.383081155,0.644520951,0.649664536,0
Kidd Cay,2008,m,1,58,5.2,1.763427994,0.792391689,4.060443011,1.648658626,0.052810971,4.671663473,0.273923639,0.658184319,1.427323543,1.479592316,4.032258065
Kidd Cay,2008,m,0,58,5.1,1.763427994,0.785329835,4.060443011,1.62924054,0.045749117,4.581823791,0.273923639,0.589408528,1.236462611,1.272110371,0
Kidd Cay,2008,m,1,58,5.6,1.763427994,0.819543936,4.060443011,1.722766598,0.079963217,5.031022202,0.273923639,0.933287483,2.161168032,2.309520096,4.032258065
Kidd Cay,2008,m,0,58.5,4.5,1.767155866,0.740362689,4.069026754,1.504077397,-0.009045184,3.918691615,0.355158408,0.176753783,-0.244464432,-0.259372714,0
Kidd Cay,2008,m,0,58.5,5.1,1.767155866,0.785329835,4.069026754,1.62924054,0.035921961,4.44118383,0.355158408,0.589408528,0.970863811,0.947306767,0
Kidd Cay,2008,m,0,59,4.9,1.770852012,0.770852012,4.077537444,1.589235205,0.011700618,4.137140339,0.436393176,0.451856946,0.31623293,0.245127804,0
Kidd Cay,2008,m,0,59,5,1.770852012,0.77815125,4.077537444,1.609437912,0.018999857,4.221571775,0.436393176,0.520632737,0.513509654,0.440119572,0
Kidd Cay,2008,m,0,59,4.8,1.770852012,0.763427994,4.077537444,1.568615918,0.0042766,4.052708904,0.436393176,0.383081155,0.115583792,0.050136036,0
Kidd Cay,2008,m,1,59,4.2,1.770852012,0.716003344,4.077537444,1.435084525,-0.04314805,3.546120291,0.436393176,-0.02957359,-1.166163514,-1.119814571,4.032258065
Kidd Cay,2008,m,0,59,4.6,1.770852012,0.748188027,4.077537444,1.526056303,-0.010963366,3.883846033,0.436393176,0.245529574,-0.296307189,-0.339847499,0
Kidd Cay,2008,m,0,59,4.5,1.770852012,0.740362689,4.077537444,1.504077397,-0.018788704,3.799414597,0.436393176,0.176753783,-0.507802811,-0.534839267,0
Kidd Cay,2008,m,0,59,4.5,1.770852012,0.740362689,4.077537444,1.504077397,-0.018788704,3.799414597,0.436393176,0.176753783,-0.507802811,-0.534839267,0
Kidd Cay,2008,m,0,59,4.5,1.770852012,0.740362689,4.077537444,1.504077397,-0.018788704,3.799414597,0.436393176,0.176753783,-0.507802811,-0.534839267,0
Kidd Cay,2008,m,1,59,4.4,1.770852012,0.73239376,4.077537444,1.481604541,-0.026757633,3.714983162,0.436393176,0.107977992,-0.72317927,-0.729831035,4.032258065
Kidd Cay,2008,m,0,59,5.8,1.770852012,0.832508913,4.077537444,1.757857918,0.07335752,4.897023259,0.436393176,1.070839065,1.982635662,2.000053715,0
Kidd Cay,2008,m,0,59,5,1.770852012,0.77815125,4.077537444,1.609437912,0.018999857,4.221571775,0.436393176,0.520632737,0.513509654,0.440119572,0
Kidd Cay,2008,m,0,59,4.5,1.770852012,0.740362689,4.077537444,1.504077397,-0.018788704,3.799414597,0.436393176,0.176753783,-0.507802811,-0.534839267,0
Kidd Cay,2008,m,0,59,4.4,1.770852012,0.73239376,4.077537444,1.481604541,-0.026757633,3.714983162,0.436393176,0.107977992,-0.72317927,-0.729831035,0
Kidd Cay,2008,m,0,60,4.7,1.77815125,0.755874856,4.094344562,1.547562509,-0.022518278,3.733285435,0.598862713,0.314305365,-0.608602108,-0.687562505,0
Kidd Cay,2008,m,0,60,5.4,1.77815125,0.806179974,4.094344562,1.686398954,0.02778684,4.28930667,0.598862713,0.795735901,0.750995686,0.596551202,0
Kidd Cay,2008,m,0,60,5,1.77815125,0.77815125,4.094344562,1.609437912,-0.000241883,3.97158025,0.598862713,0.520632737,-0.006537378,-0.137228059,0
Kidd Cay,2008,m,1,60,6.1,1.77815125,0.851258349,4.094344562,1.808288771,0.072865215,4.845327905,0.598862713,1.277166437,1.969330141,1.880664909,4.032258065
Kidd Cay,2008,m,0,60,4,1.77815125,0.698970004,4.094344562,1.386294361,-0.079423129,3.1772642,0.598862713,-0.167125172,-2.146571054,-1.971676212,0
Kidd Cay,2008,m,0,60,5.2,1.77815125,0.792391689,4.094344562,1.648658626,0.013998556,4.13044346,0.598862713,0.658184319,0.378339349,0.229661571,0
Kidd Cay,2008,m,0,60,5.2,1.77815125,0.792391689,4.094344562,1.648658626,0.013998556,4.13044346,0.598862713,0.658184319,0.378339349,0.229661571,0
Kidd Cay,2008,m,0,60,4.9,1.77815125,0.770852012,4.094344562,1.589235205,-0.007541122,3.892148645,0.598862713,0.451856946,-0.203814108,-0.320672874,0
Kidd Cay,2008,m,0,60,4.9,1.77815125,0.770852012,4.094344562,1.589235205,-0.007541122,3.892148645,0.598862713,0.451856946,-0.203814108,-0.320672874,0
Kidd Cay,2008,m,0,60,4.8,1.77815125,0.763427994,4.094344562,1.568615918,-0.01496514,3.81271704,0.598862713,0.383081155,-0.404463243,-0.50411769,0
Kidd Cay,2008,m,0,61,4.9,1.785329835,0.770852012,4.110873864,1.589235205,-0.026464802,3.665361373,0.76133225,0.451856946,-0.715264919,-0.84443101,0
Kidd Cay,2008,m,1,61,6.1,1.785329835,0.851258349,4.110873864,1.808288771,0.053941535,4.563000892,0.76133225,1.277166437,1.457879316,1.228639474,4.032258065
Kidd Cay,2008,m,0,61,5.4,1.785329835,0.806179974,4.110873864,1.686398954,0.00886316,4.039377839,0.76133225,0.795735901,0.239544865,0.019348358,0
Kidd Cay,2008,m,0,61,5.7,1.785329835,0.826074803,4.110873864,1.740466175,0.028757989,4.263787719,0.76133225,1.002063274,0.777242938,0.537615979,0
Kidd Cay,2008,m,1,61,4.7,1.785329835,0.755874856,4.110873864,1.547562509,-0.041441958,3.515754786,0.76133225,0.314305365,-1.120052919,-1.189942758,4.032258065
Kidd Cay,2008,m,0,61,4.9,1.785329835,0.770852012,4.110873864,1.589235205,-0.026464802,3.665361373,0.76133225,0.451856946,-0.715264919,-0.84443101,0
Kidd Cay,2008,m,1,61,5.3,1.785329835,0.799340549,4.110873864,1.667706821,0.002023736,3.964574546,0.76133225,0.72696011,0.054695554,-0.153407515,4.032258065
Kidd Cay,2008,m,0,61,5.9,1.785329835,0.838849091,4.110873864,1.774952351,0.041532277,4.413394306,0.76133225,1.139614856,1.122493968,0.883127727,0
Kidd Cay,2008,m,0,61,4.9,1.785329835,0.770852012,4.110873864,1.589235205,-0.026464802,3.665361373,0.76133225,0.451856946,-0.715264919,-0.84443101,0
Kidd Cay,2008,m,0,61,4.7,1.785329835,0.755874856,4.110873864,1.547562509,-0.041441958,3.515754786,0.76133225,0.314305365,-1.120052919,-1.189942758,0
Kidd Cay,2008,m,0,61,5.9,1.785329835,0.838849091,4.110873864,1.774952351,0.041532277,4.413394306,0.76133225,1.139614856,1.122493968,0.883127727,0
Kidd Cay,2008,m,1,61,4.9,1.785329835,0.770852012,4.110873864,1.589235205,-0.026464802,3.665361373,0.76133225,0.451856946,-0.715264919,-0.84443101,4.032258065
Kidd Cay,2008,m,0,61,5.3,1.785329835,0.799340549,4.110873864,1.667706821,0.002023736,3.964574546,0.76133225,0.72696011,0.054695554,-0.153407515,0
Kidd Cay,2008,m,0,61,6.1,1.785329835,0.851258349,4.110873864,1.808288771,0.053941535,4.563000892,0.76133225,1.277166437,1.457879316,1.228639474,0
Kidd Cay,2008,m,0,61,5.4,1.785329835,0.806179974,4.110873864,1.686398954,0.00886316,4.039377839,0.76133225,0.795735901,0.239544865,0.019348358,0
Kidd Cay,2008,m,0,61,5.8,1.785329835,0.832508913,4.110873864,1.757857918,0.035192099,4.338591012,0.76133225,1.070839065,0.951137803,0.710371853,0
Kidd Cay,2008,m,1,61,5.3,1.785329835,0.799340549,4.110873864,1.667706821,0.002023736,3.964574546,0.76133225,0.72696011,0.054695554,-0.153407515,4.032258065
Kidd Cay,2008,m,0,61,4.9,1.785329835,0.770852012,4.110873864,1.589235205,-0.026464802,3.665361373,0.76133225,0.451856946,-0.715264919,-0.84443101,0
Kidd Cay,2008,m,1,61.5,5,1.788875116,0.77815125,4.119037175,1.609437912,-0.028511384,3.630899793,0.842567019,0.520632737,-0.770577946,-0.924018953,4.032258065
Kidd Cay,2008,m,0,62,5.9,1.792391689,0.838849091,4.127134385,1.774952351,0.022916312,4.160294502,0.923801787,1.139614856,0.619359786,0.29860162,0
Kidd Cay,2008,m,0,62,5.4,1.792391689,0.806179974,4.127134385,1.686398954,-0.009752805,3.807727171,0.923801787,0.795735901,-0.263589324,-0.515641637,0
Kidd Cay,2008,m,0,62,5.2,1.792391689,0.792391689,4.127134385,1.648658626,-0.023541089,3.666700239,0.923801787,0.658184319,-0.636245649,-0.841338941,0
Kidd Cay,2008,m,1,62,6.2,1.792391689,0.857332496,4.127134385,1.824549292,0.041399718,4.3718349,0.923801787,1.345942228,1.118911292,0.787147575,4.032258065
Kidd Cay,2008,m,0,62,5.9,1.792391689,0.838849091,4.127134385,1.774952351,0.022916312,4.160294502,0.923801787,1.139614856,0.619359786,0.29860162,0
Kidd Cay,2008,m,0,62,5.1,1.792391689,0.785329835,4.127134385,1.62924054,-0.030602944,3.596186773,0.923801787,0.589408528,-0.827106595,-1.004187592,0
Kidd Cay,2008,m,0,62,4.8,1.792391689,0.763427994,4.127134385,1.568615918,-0.052504785,3.384646374,0.923801787,0.383081155,-1.419048243,-1.492733547,0
Kidd Cay,2008,m,1,62,5.5,1.792391689,0.812913357,4.127134385,1.704748092,-0.003019422,3.878240637,0.923801787,0.864511692,-0.081606,-0.352792986,4.032258065
Kidd Cay,2008,m,1,62.5,5.8,1.795880017,0.832508913,4.135166557,1.757857918,0.007380449,3.97219399,1.005036556,1.070839065,0.199471603,-0.135810646,4.032258065
Kidd Cay,2008,m,0,63,5.8,1.799340549,0.832508913,4.143134726,1.757857918,-0.001741962,3.858884655,1.086271324,1.070839065,-0.047080054,-0.397495023,0
Kidd Cay,2008,m,0,63,6.3,1.799340549,0.86332286,4.143134726,1.840549633,0.029071985,4.191547126,1.086271324,1.414718019,0.785729327,0.370778581,0
Kidd Cay,2008,m,0,63,5.8,1.799340549,0.832508913,4.143134726,1.757857918,-0.001741962,3.858884655,1.086271324,1.070839065,-0.047080054,-0.397495023,0
Kidd Cay,2008,m,1,63,6.7,1.799340549,0.886490725,4.143134726,1.902107526,0.05223985,4.457677102,1.086271324,1.689821183,1.411887843,0.985397464,4.032258065
Kidd Cay,2008,m,0,63,6.6,1.799340549,0.880813592,4.143134726,1.887069649,0.046562717,4.391144608,1.086271324,1.621045392,1.258451819,0.831742743,0
Kidd Cay,2008,m,0,63,7.1,1.799340549,0.908485019,4.143134726,1.960094784,0.074234144,4.723807078,1.086271324,1.964924347,2.006328214,1.600016346,0
Kidd Cay,2008,m,0,63,5.3,1.799340549,0.799340549,4.143134726,1.667706821,-0.034910326,3.526222185,1.086271324,0.72696011,-0.943522324,-1.165768626,0
Kidd Cay,2008,m,0,64,4.9,1.806179974,0.770852012,4.158883083,1.589235205,-0.081428474,3.078853992,1.248740861,0.451856946,-2.200769568,-2.198951519,0
Kidd Cay,2008,m,0,64,6.6,1.806179974,0.880813592,4.158883083,1.887069649,0.028533107,4.147027827,1.248740861,1.621045392,0.771165051,0.267962648,0
Kidd Cay,2008,m,1,65,5.9,1.812913357,0.838849091,4.17438727,1.774952351,-0.031181465,3.50420399,1.411210398,1.139614856,-0.842742297,-1.216618961,4.032258065
Kidd Cay,2008,m,0,65,7.5,1.812913357,0.929418926,4.17438727,2.014903021,0.05938837,4.454496597,1.411210398,2.24002751,1.605091081,0.978052188,0
Kidd Cay,2008,m,0,65.5,6,1.8162413,0.84509804,4.182050143,1.791759469,-0.033705406,3.465784286,1.492445167,1.208390646,-0.910956919,-1.30534807,0
Kidd Cay,2008,m,0,67,6.3,1.826074803,0.86332286,4.204692619,1.840549633,-0.041402975,3.351780311,1.736149472,1.414718019,-1.118999324,-1.568636695,0
Kidd Cay,2008,m,1,67,7.8,1.826074803,0.944482672,4.204692619,2.054123734,0.039756837,4.149823242,1.736149472,2.446354883,1.074509111,0.274418573,4.032258065
Kidd Cay,2010,m,1,41,1,1.612783857,0.301029996,3.713572067,0,0.001972453,3.422801841,-2.460405759,-2.04120677,0.047075253,-0.314509262,2.197802198
Kidd Cay,2010,m,1,41,0.7,1.612783857,0.230448921,3.713572067,-0.356674944,-0.068608621,2.395961289,-2.460405759,-2.261957322,-1.63743726,-2.355941772,2.197802198
Kidd Cay,2010,m,0,41,1.3,1.612783857,0.361727836,3.713572067,0.262364264,0.062670293,4.449642394,-2.460405759,-1.820456218,1.495711061,1.726923248,0
Kidd Cay,2010,m,0,42,0.9,1.62324929,0.278753601,3.737669618,-0.105360516,-0.048559075,2.801633931,-2.296793194,-2.114790287,-1.158927813,-1.549435525,0
Kidd Cay,2010,m,0,42,1.5,1.62324929,0.397940009,3.737669618,0.405465108,0.070627332,4.669389885,-2.296793194,-1.673289183,1.685616524,2.163796988,0
Kidd Cay,2010,m,0,43,1.6,1.633468456,0.414973348,3.761200116,0.470003629,0.060070427,4.539894799,-2.133180628,-1.599705666,1.433661734,1.90635149,0
Kidd Cay,2010,m,0,43,1,1.633468456,0.301029996,3.761200116,0,-0.053872926,2.83743425,-2.133180628,-2.04120677,-1.285750015,-1.478261929,0
Kidd Cay,2010,m,0,44,1.6,1.643452676,0.414973348,3.784189634,0.470003629,0.033114497,4.146941676,-1.969568063,-1.599705666,0.790322118,1.125132557,0
Kidd Cay,2010,m,0,44,2,1.643452676,0.477121255,3.784189634,0.693147181,0.095262403,5.183677095,-1.969568063,-1.305371597,2.273565715,3.18623677,0
Kidd Cay,2010,m,0,44.5,1.5,1.648360011,0.397940009,3.795489189,0.405465108,0.002832075,3.718554239,-1.88776178,-1.673289183,0.067591291,0.273467672,0
Kidd Cay,2010,m,1,45,1.4,1.653212514,0.380211242,3.80666249,0.336472237,-0.027997737,3.321251328,-1.805955497,-1.746872701,-0.668203739,-0.516398949,2.197802198
Kidd Cay,2010,m,0,45,2.4,1.653212514,0.531478917,3.80666249,0.875468737,0.123269939,5.693573706,-1.805955497,-1.011037528,2.942003309,4.199947725,0
Kidd Cay,2010,m,0,45,1.3,1.653212514,0.361727836,3.80666249,0.262364264,-0.046481142,3.084019091,-1.805955497,-1.820456218,-1.10933514,-0.988033617,0
