Year	Capture2000	Resight2001a	Resight2001b	Resight2002	Resight2004	Resight2005	Resighted	Episode	CollectionDate	Ring#	Ref_#	Habitat	Sex	Malecolor	Alula	bill_depth	bill_feather	bill_gape	bill_head	bill_nostril	bill_width	brood_patch	claw_hind	claw_inner	claw_middle	claw_outer	foot_span	foot_spanwclaws	kipp	mass	mass_corrected	nostril	primary10	primary9	primary8	tail_gradation	tail_inner	tail_outer	tarsus	tarsus_thick1	tarsus_thick2	toe_hind	toe_inner	toe_middle	toe_outer	wing_length
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1405	1	0	0	18.75	7.35	15.1	8.25	28.7	9.25	6.7	 	6.1	4	5.15	4.1	24.55	33	7.5	13.8	13.8	1.5	41.5	46	48	 	 	 	19.45	1.8	1.3	7.5	7.3	12.5	7.35	60.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1406	1	0	3	18.3	8	15	8.6	28.5	9.35	7.1	 	7	4.5	5.3	3.6	26	34	5	14.6	14.6	1.7	47	49	50.5	1.5	41.5	40	19.5	1.75	1.25	8.3	7.7	12.4	8.2	63.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1407	1	1	 	16.6	7.2	14.5	8.6	26.85	8.2	6.9	 	6.2	3.8	4.1	 	24	31.9	9.5	14.1	14.1	1.45	46	49	50	0	38	38	19.5	1.8	1.25	8.2	7.8	11.6	 	61
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1408	1	1	 	18.7	6.8	13.7	7.9	27	8.05	6.3	 	6.2	4.6	6	3.25	23.8	32	8.5	12.7	12.7	1.1	44.5	48.5	49.5	 	 	 	17	1.9	1.35	8.2	7.7	10.9	8.4	61
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1409	1	1	 	20.7	7	13.4	7.2	26.4	7.9	6	 	6.5	4	4.4	4	23.5	31	8	12.2	12.2	1.25	44.5	47.5	49	3.5	38	34.5	19.5	1.8	1.2	7.4	6.9	10.9	7.8	55.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1410	1	0	5	20.65	8.1	15.1	8.75	28.8	8.9	7	 	6	4.5	4.25	3.5	24.5	30.6	9.5	15.5	15.5	1	49	52.5	53	1	42	41	20.15	1.9	1.25	8.7	7.1	11	8.2	63
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1411	1	0	5	19	7.8	15.6	8.9	28.2	8.8	6.9	 	6.8	4.2	5.2	4.3	25.6	33.4	8	14.5	14.5	1.7	46.1	49	51	1	40	39	20.4	1.8	1.2	9	8.5	11.5	9.5	64
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1414	1	1	 	21.1	7.2	14.6	8.8	28	8.05	6.7	 	6.4	3.7	5.15	3.6	25.5	32.7	8	14.6	14.6	1.25	42.5	46	47.5	4	40	36	19.5	1.8	1.3	8.65	8.35	11.4	8.9	61.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1415	1	0	2	18.9	7.5	15.5	9	28.75	9.35	7.1	 	6.6	4.3	4.65	3.4	25.6	33.6	7	13.9	13.9	1.45	46	49.5	50	3	39.5	36.5	20	1.9	1.15	8.5	7.85	11.5	8.7	63
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1416	1	1	 	15.7	7	15.5	7.85	28.3	8.9	6.7	 	7	4.7	5	3.7	23.8	32.25	6.5	13.8	13.8	1.6	45.5	 	50.5	 	 	 	19.1	1.7	1.1	8.35	8.2	11.9	8.7	61.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1421	1	0	0	18.8	7.65	14.7	8	28.8	9	7	 	6.5	4.5	5.6	4.1	24	33.1	6.5	15.5	15.5	1.85	 	 	49	.5	38	37.5	19	1.8	1.2	8.1	7.75	11.7	8.8	63
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1422	1	1	 	21	7.25	14.4	7.9	27.3	8.3	6.6	 	6.4	3.65	5.4	3.7	24.7	32	9.5	 	 	1.25	46.5	47	50	1.5	38.5	37	18.9	1.9	1.15	8.85	8.4	11.8	7.8	62.5
2005	0	0	0	0	0	1	 	6	2/20/2005	 	1423	1	0	1	19.85	7.9	15	9.7	28	8.5	6.95	 	6.25	3.7	4.7	3.7	24.6	31.6	9.5	15.5	15.5	1.8	45.5	47.5	49	1.5	41.5	40	19	1.85	1.25	8.15	7.5	11.9	9.9	62
2005	0	0	0	0	0	1	 	6	2/21/2005	 	1425	-1	0	5	 	7.8	14.6	9	28.2	9	6.9	 	7.5	4.75	6.9	4.5	26	34.1	9	15.1	15.1	1.5	48.5	49.5	51.5	0	40	40	19.7	1.8	1.25	9.5	8	13.3	10.6	63
2005	0	0	0	0	0	1	 	6	2/21/2005	 	1426	-1	0	5	17.3	7.45	14.5	8.7	27.7	8.5	6.85	 	7.7	4	5.25	4.1	25.7	31.7	8	13.4	13.4	1.8	46.5	50	51.5	4	41.5	37.5	18.7	1.65	1.1	8.8	8.75	12	9.6	61.5
2005	0	0	0	0	0	1	 	6	2/21/2005	 	1427	-1	0	3	19.5	7.4	15.5	8.4	27.6	8.5	6.5	 	7.7	5.85	5.7	5	24	33.85	7.5	13.9	13.9	1.6	47.5	49	50	1	37	36	18.8	1.75	1.15	8.6	9.5	11.55	8.7	61.5
2005	0	0	0	0	0	1	 	6	2/21/2005	 	1430	-1	0	3	20.85	7.8	15.3	8.4	28	8.2	7	 	7.4	4.9	5.25	4.6	25.15	35.15	8	14.3	14.3	1.65	45	 	49	5.5	39	33.5	19.15	1.7	1.1	8.8	8.15	12.2	9.4	60
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1431	-1	0	5	 	7.5	14.2	8.4	27.7	8.25	6.6	 	6.3	4.1	4.1	3.6	25.7	32.9	9	 	 	1.75	47	48.5	49	1	38	37	18.8	1.6	1.1	9.2	9.2	12.1	7.4	60
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1432	-1	0	2	21.9	7.75	14.9	8.5	27.7	8	7.15	 	6.1	3.5	5.1	3.7	26.3	34.7	11	14.5	14.5	1.5	47.5	51	52	4.5	39.5	35	19.1	1.75	1.3	9.9	11.5	12.8	8.6	64.5
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1433	-1	0	0	21.5	7.7	13.7	8.25	27.3	7.9	6.8	 	7.2	5.35	5.1	4	25.7	32.8	8.5	 	 	1.3	47.5	49.5	50	 	 	 	19.5	1.7	1.3	8.5	8.7	11.2	9.6	62
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1434	-1	0	0	15.75	7.35	14.5	8.1	27.5	8.2	6.8	 	6.5	4.7	4.3	3.5	25	33	8	13.1	13.1	1.8	45	47	49	3	36	33	20	1.8	1.1	8.8	8.4	12.1	9.6	59.5
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1435	-1	0	3	20.25	7.7	15	7.9	27.9	8.5	6.9	 	6.8	5.7	5.7	4.2	25.9	35	7.5	14.4	14.4	1.75	 	48.5	50	5	41	36	19.1	1.65	1.2	8.8	8.6	12.2	8.3	63.5
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1436	-1	1	 	20.5	7.9	14.5	8	28.2	9.25	7.1	 	6.7	5.2	5.6	3.9	26.4	35.7	8.5	14	14	1.9	45.5	47.5	47.5	4.5	38.5	34	19.1	1.75	1.3	8.8	8.6	13.1	10.3	62
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1438	-1	1	 	 	7.5	14.6	8.3	27.6	8.25	6.75	 	6.9	4	5.7	3.8	25.8	33.2	5	15.1	15.1	1.75	46	49.5	50.5	5.5	40.5	35	19.35	1.6	1.15	8.5	7.6	12.9	9.9	60
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1439	-1	1	 	17.85	7	14.6	8.6	27.35	7.7	6.3	 	6.5	4	5.1	4	24	31.5	7	11.3	11.3	1.55	42.5	45.5	46	0	34	34	18.9	1.8	1.2	8	8.7	10.8	8.15	56
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1440	-1	0	2	22.2	7.55	14.3	8.3	27.7	8.75	7.2	 	7.2	4.5	5.9	4.5	26.4	34.1	7	14.8	14.8	1.1	47	49	50	4	41	37	20.6	2.1	1.15	9.5	8.6	12.6	9.3	65
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1441	-1	1	 	 	7.2	14.1	7.8	27.25	7.9	6.5	 	7	5.3	5.3	3.5	24.7	32.35	6.5	13.3	13.3	1.15	44.5	47	47	 	 	 	17.8	1.5	1.2	9	7.75	11.7	8.75	59
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1442	-1	0	3	20.8	7.8	14.9	8	28.9	8.75	7	 	6.6	5.1	4.7	3.5	26.5	34.3	9	15.8	15.8	1.65	 	50	52	2	41	39	21.2	1.7	1.1	8.3	8.8	13	9.5	67
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1443	-1	0	5	 	7.8	14.3	8.4	27.2	8.45	6.85	 	6.7	4.7	5.9	4.1	24.1	33.9	7	13.3	13.3	1.4	46	48.5	49.5	2	39	37	18.5	1.9	1.25	8.5	8.2	11.6	10	60.5
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1444	-1	0	5	21.7	7.7	15.5	9	27.9	8.9	6.9	 	7	4.8	6.1	4	25.9	35.35	8.5	15.6	15.6	1.4	 	 	52.5	3.5	43.5	40	20.35	1.9	1.4	8.9	8.8	11.9	9.7	62
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1445	-1	0	2	20.85	7.4	14.5	7.8	28.1	8.6	6.9	 	7.2	4.4	5.3	3.6	25.6	34.5	8	14.4	14.4	1.9	46.5	49.5	49.5	4	41	37	20.2	1.5	1	9.8	8.6	12	10.3	65
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1446	-1	0	5	20.6	7.9	15.3	9.2	28.8	9.25	7	 	7.1	4.2	5.3	4.8	26	33.1	9.5	14.6	14.6	1.5	46.5	50	52	3	36	33	20.4	1.5	1	8.9	7.8	12.2	9.8	61
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1447	-1	0	0	20.1	7.7	14.4	8.2	27.75	8.9	6.8	 	6.9	4.4	4.8	4.2	24.4	33.9	8	13.8	13.8	1.15	 	46.5	48	2	40	38	19.85	1.8	1.15	9.1	8.6	10.8	9.2	60.5
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1449	-1	0	3	21.7	7.4	14.8	8.7	27.75	8.2	6.8	 	7.7	5.7	5.7	4.5	26.2	36.75	9	16	16	1.6	 	 	 	4	40	36	19.6	1.6	1.15	9.2	8.6	13.3	9.6	65
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1450	-1	1	 	19.1	7.7	14	8	27.7	8.35	6.8	 	5.8	3.5	4.2	2	25.3	31.3	8	14.1	14.1	1.7	47	 	 	1	37	36	20.2	1.5	1.15	8.7	8	12.25	9.4	57
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1452	-1	1	 	19.4	7.6	13.8	7.85	27.1	8.2	6.65	 	6.6	4.6	5.6	3.2	24.1	32.3	10	13	13	1.9	 	 	 	 	 	 	18.2	1.65	1.25	8.6	8.5	12	8.7	59.5
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1453	-1	1	 	18.3	7.6	14.7	7.55	28.65	8.7	6.65	 	6.1	4.8	4.2	3	24.6	31.7	5	14.2	14.2	1.1	44	48	50	3	39.5	36.5	19.5	1.5	1.1	8.6	8	11.6	8.5	60
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1454	-1	0	5	 	7.6	14.9	8.6	28.6	8.25	7	 	6.9	4.1	6	4.3	25.8	33.3	7.5	15	15	1.55	47	49.5	51	5	42	37	20.1	1.65	1.15	8.9	8.9	13	9	60
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1455	-1	1	 	19.4	7.55	14.75	8.9	27.65	8.2	7.1	 	6.2	4.6	5.15	3.6	25.7	33.5	4	15	15	1.5	46	 	 	 	 	 	19.7	1.5	1.2	8.5	9.1	12.2	9.9	58
2005	0	0	0	0	0	1	 	6	2/22/2005	 	1456	-1	1	 	18.7	7.15	14.3	7.7	27	7.85	6.25	 	6.3	4.2	5.2	3.8	23.8	32.1	8	14	14	1.65	 	 	 	3	39	36	18.5	2	1.3	8	8.8	12	8.7	60.5
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1457	-1	0	3	20.4	8.1	14.5	8.6	28.1	8.15	7.1	 	7.1	4.5	5.8	4	27.8	36	7	 	 	1.4	48.5	 	 	3.5	42.5	39	21.3	1.6	1.1	10.1	9.2	13	10.2	64.5
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1459	-1	1	 	18.8	7.8	15.1	8	27.4	9	6.95	 	7.7	4.7	5.7	4.3	25.95	33.5	7	 	 	1.6	 	 	 	4.5	36.5	32	19	1.75	1.25	9.2	8.8	11.8	10.6	60.5
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1461	-1	1	 	19.6	7.5	14.6	8.2	28	8.8	6.9	 	6.9	5.1	5	5.1	25.2	35	9	 	 	1.5	44	48	49.5	1.5	38.5	37	19.5	1.6	1.1	8.8	8.9	11.5	8.8	60
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1464	-1	1	 	20.2	7.4	13.7	8	27.2	8.15	6.95	 	5.9	4.1	5.2	4.1	24.3	32.8	11	 	 	1.6	 	 	51	3	41	38	18.5	1.7	1.2	8.8	8.4	11.6	9.3	61.5
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1465	-1	0	5	 	7.9	14.6	8.1	27.3	8.35	6.85	 	7.6	5.4	5.7	4.2	24.8	33.7	9	 	 	1.35	47.5	51.5	54	2	41.5	39.5	19.9	1.85	1.25	9	8.6	13	9.9	62.5
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1466	-1	1	 	19	7.5	14.7	8.15	28.2	8.75	6.6	 	7.5	4.65	5.7	4.6	26.3	36.7	10.5	 	 	1.5	47	49.5	 	2	39	37	20.5	1.6	1.15	9.25	9.3	12.75	9.9	63
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1467	-1	0	5	21	7.2	14.3	7.9	26.9	8.2	6.65	 	7.1	4.5	4.3	4	24.3	32.9	8	 	 	1.2	47	49.5	51.5	2.5	42	39.5	18.65	1.7	1.2	8.5	6.8	12.1	8.4	62
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1469	-1	0	4	20.65	8	15.65	8.9	28.5	9.1	7.1	 	7.2	4.9	5.5	4.4	26.15	35.3	8	 	 	1.75	 	 	52.5	 	 	 	19.45	1.7	1.2	9.3	8.65	13	10.3	63
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1471	-1	1	 	19.1	7.1	14.6	8.3	28.4	8.2	6.5	 	6.6	4.1	4.9	4.1	25.1	32.3	8.5	 	 	1.65	44.5	46.5	49	1	38	37	19.5	1.4	1	8.15	7.4	11.2	9.5	59.5
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1472	-1	1	 	20.2	7.15	13.4	8	27.2	8.1	6.6	 	5.2	3.5	4.5	3.6	24.8	33.6	7.5	 	 	1.2	47	48	48.5	3	38	35	18.9	1.6	1.25	7.2	8.9	11.9	8.8	59.5
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1473	-1	0	5	20.2	7.9	14.7	8.7	28.3	8.7	7.3	 	7	4	5.4	4.3	25.8	33.9	9	 	 	1.9	46.5	48	52.5	1	41	40	20.2	2.1	1.15	9	8.8	10.5	9	65
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1474	-1	0	5	18.5	7.6	14.15	8	27.1	8	6.5	 	6.3	4.3	5.9	4.2	25.7	32.8	5.5	 	 	1.8	 	 	 	3	40	37	19.1	1.5	1.1	9.15	8.2	12	8.7	61
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1475	-1	0	5	20	7.65	14.2	7.8	26.4	7.9	6.5	 	7	4.4	4.5	4.3	26.8	34.7	8	 	 	1.35	48	 	51.5	1	40	39	20.1	1.85	1.2	9	8.5	11.9	8.3	63
2005	0	0	0	0	0	1	 	6	2/23/2005	 	1476	-1	0	3	 	7.4	15.2	 	28.25	8.2	6.65	 	7.3	5.1	6.2	4.5	26.3	35.4	5	 	 	1.5	47	49.5	51.5	5.5	41.5	36	20	1.9	1.25	9.5	9.9	12.7	10.3	62
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1477	1	0	3	19.6	7.8	14.7	8	27.1	8.8	6.65	 	6.2	4.1	5.4	4	25.5	34.8	6.5	 	 	1.5	45	49	50	4	39	35	20.4	1.7	1.1	8.5	8.2	12.25	8.7	61
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1479	1	1	 	20	7.4	14.6	8	27.6	8.3	6.8	 	7	4.3	4.8	3.8	24.6	33.65	10	 	 	1.55	46	49	49.5	1	39	38	19.2	1.65	1.15	9.2	8.4	12	9.1	61.5
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1480	1	1	 	19.3	7.5	14.9	7.8	27.1	8.4	6.7	 	7.2	3.8	5.5	4	24.5	32.8	10	 	 	1.8	44	48.5	49.5	1	39	38	19.1	1.8	1.2	7.9	8.5	12	9.8	60
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1481	1	0	4	20	7.8	14.9	8.2	27.5	8.5	6.65	 	5.8	3.7	4.8	3.8	24.1	32.3	9.5	 	 	1.5	46	49.5	 	4	40	36	18.5	1.65	1.25	7.7	8.7	11.6	9.2	62
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1482	1	0	0	20.7	7.8	15.7	8.2	27.9	8.8	7.15	 	6.5	5	5.4	4	24.4	33.3	8	 	 	1.9	 	48.5	50	2	39	37	19.5	1.9	1.2	7.9	8.6	12	9.5	62
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1483	1	0	3	22.3	8	16	8.9	29.5	9.3	7.25	 	7.1	4.8	5.3	4.2	26	35.5	8.5	 	 	1.9	46.5	47.5	50	3	40	37	19.4	1.9	1.2	9.2	7	10.6	9	62
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1485	1	1	 	19.3	7.5	14.9	7.7	28	8.7	6.5	 	7	3.9	4.9	3.7	24.5	33.3	10	 	 	2.2	41.5	44	46.5	3	39	36	18.5	1.9	1.2	8.65	8	11.75	9.8	57
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1486	1	0	4	20.9	7.5	15.1	8.2	27.5	8.7	7.2	 	6	4.2	6	3.9	25.8	35.9	5.5	 	 	1.3	45.5	50	51.5	2	39	37	20.3	1.7	1.4	8.6	9.2	12.2	8.2	64
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1487	1	1	 	19.3	7.6	14.4	8.4	27.3	8.5	6.85	 	7	4.3	5.1	3.5	25.65	33.5	7	13.6	13.6	1.5	43	46	47.5	3	38	35	19.3	1.8	1.4	9	7.9	11.3	8.8	58.5
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1488	1	0	5	 	8	15.1	8.65	28.8	9	6.65	 	7.3	4.8	5.5	3.8	26.1	34.5	9.5	14.5	14.5	1.55	47.5	48.5	51	4	41	37	19.7	1.65	1.4	8.7	8.5	12.1	8.9	63.5
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1489	1	1	 	 	7.8	14.8	8.7	27.85	8.2	7.4	 	6	4.6	5.7	4	25.7	33	7.5	14	14	2.1	43	45.5	48	1	39	38	19.6	1.8	1.3	8.4	7.8	11.6	10.1	60.5
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1490	1	0	5	19.7	7.8	14.1	8.1	28.1	8.3	6.65	 	7.4	 	5.8	4.1	26.7	35.7	10.5	14.4	14.4	1.7	46.5	51	51	1.5	38	36.5	21.1	1.65	1.1	9.3	9	12.8	10.5	64
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1492	1	0	0	15.1	7.5	14.5	8.6	27.1	8.6	6.9	 	6.6	4.5	5.3	4	25	33.9	5.5	14.1	14.1	1.6	44	48	 	1	36	35	19.5	1.7	1.2	8.6	8.2	11.8	10	60
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1493	1	1	 	18.5	7.45	12.5	7.8	28.4	8.9	6.9	 	6.7	4.5	5	4.2	25.1	33.3	8	14	14	1.6	46	49	50.5	1	38	37	19	1.9	1.3	9	8.1	11.5	9	61
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1494	1	0	5	 	7.1	15.3	8.4	28.2	8.5	6.9	 	6.7	4	5.15	4.1	22.5	32	8	 	 	1.9	 	 	 	3	40	37	17.8	1.65	1.2	8.3	8	10.5	8.7	60
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1497	1	0	0	18.75	7.4	14.8	7.85	28	8.1	6.65	 	6.5	3.8	5	3.8	24.7	32	7.5	13.3	13.3	2.1	43	43.5	47	 	 	 	19.65	1.65	1.5	9	9	12.1	9.6	60
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1498	1	0	4	19.8	8.5	15.9	8.75	28.5	9.2	7.2	 	7	4.1	5.1	4	24.8	32.5	7	14.5	14.5	1.8	45.5	50	51.5	1.5	41	39.5	19.3	1.6	1.3	9	9.6	12	9.9	64
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1499	1	0	5	 	8	16.3	9.5	28.9	9.7	7.4	 	8	4.8	5.35	4.7	26.5	35.4	7.5	16.4	16.4	1.8	46.5	49.5	52	3	41.5	38.5	20.15	1.9	1.4	9.3	9.4	12.6	9.2	66
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1500	1	1	 	19.5	7.2	13.9	7.6	27.7	8	6.25	 	6.7	3.9	5.5	4.1	24	31.7	6	13.8	13.8	1.5	45	47	49	3	42	39	18	1.75	1.3	8.6	8.4	12	10.3	61
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1501	1	1	 	19.1	8	15.6	9.2	28.4	9	7.2	 	6.9	5.1	5.3	4.3	24.7	32.5	8	14	14	1.65	46	50.5	51	2	40	38	19	1.8	1.2	8.15	9	12	9.9	62.5
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1502	1	1	 	19.7	8.1	14.9	8.8	28.5	9	7	 	6.7	3.9	5.5	4.2	25.5	33.3	8	14.6	14.6	1.7	43	46.5	49	2	39	37	20.3	1.75	1.3	8.9	8.4	12.2	9.4	61
2005	0	0	0	0	0	1	 	6	2/24/2005	 	1503	1	0	4	 	8.1	14.2	8.3	28	8.65	6.75	 	6.6	5	5	4	25.5	33.4	9.5	16.2	16.2	1.6	51	52	 	4	43	39	19.6	1.75	1.15	8.5	8.5	12.2	8.7	62.5
